leiden_r06,x_aligned,y_aligned,CD274
CAF,219.47906494140625,401.67486572265625,0.0
CAF,217.09796142578125,396.2002868652344,0.0
CAF,211.5963134765625,419.0013427734375,0.0
CAF,206.3856658935547,419.9493103027344,0.0
CAF,215.3343048095703,418.6028137207031,0.0
CAF,237.413330078125,417.2816467285156,0.0
CAF,233.6841735839844,420.14373779296875,0.0
CAF,228.7694091796875,400.1783142089844,0.0
CAF,219.81869506835938,427.3808288574219,0.0
CAF,215.9186248779297,412.59649658203125,0.0
CAF,243.47776794433594,383.1416320800781,0.0
CAF,249.9982604980469,389.9994201660156,2.6405444
CAF,244.3612060546875,392.80853271484375,0.0
CAF,253.6373291015625,380.0028381347656,0.0
CAF,245.2453918457031,402.222412109375,0.0
CAF,244.01219177246094,426.53814697265625,1.8009853
CAF,215.16757202148438,440.1767883300781,0.0
CAF,216.17568969726562,421.1966247558594,0.0
CAF,212.0262451171875,428.11279296875,0.0
CAF,202.87652587890625,427.0245056152344,0.0
CAF,204.00796508789062,459.96539306640625,0.0
CAF,208.2854461669922,456.8012390136719,0.0
CAF,204.05726623535156,437.5410461425781,0.0
CAF,210.17474365234375,455.0489501953125,0.0
CAF,212.7914276123047,453.9506530761719,0.0
CAF,216.4599151611328,443.1942443847656,0.0
CAF,209.8043975830078,434.197509765625,0.0
CAF,201.4256591796875,440.6485290527344,0.0
CAF,227.4010467529297,352.00341796875,0.0
CAF,217.14247131347656,382.62725830078125,0.0
CAF,215.9670867919922,365.3926086425781,3.6641464
CAF,220.55003356933594,363.8838195800781,0.0
CAF,224.74607849121094,380.9815979003906,0.0
CAF,224.7746124267578,368.73828125,0.0
CAF,219.5845489501953,350.36712646484375,0.0
CAF,220.38998413085938,354.9912414550781,0.0
